community_district,council_district,Year of Completion,ZoningDst1,FloorsProp,ClassANet_sum,AllCountedUnits_sum
201.0,17.0,1970,R7X,13.0,224.0,0.0
201.0,17.0,1970,R8,3.0,4.0,0.0
201.0,17.0,1970,R8,8.0,107.0,0.0
201.0,17.0,1970,R8A,12.0,175.0,0.0
202.0,17.0,1970,C1-2,3.0,3.0,0.0
202.0,17.0,1970,C1-4,6.0,25.0,0.0
202.0,17.0,1970,C4-4,5.0,10.0,0.0
202.0,17.0,1970,C4-4,7.0,63.0,0.0
202.0,17.0,1970,C4-5X,10.0,215.0,0.0
202.0,17.0,1970,M1-2,14.0,183.0,0.0
202.0,17.0,1970,M3-1,2.0,0.0,0.0
202.0,17.0,1970,R6,2.0,5.0,0.0
202.0,17.0,1970,R6,3.0,22.0,0.0
202.0,17.0,1970,R6,4.0,43.0,0.0
202.0,17.0,1970,R6,6.0,0.0,0.0
202.0,17.0,1970,R6,8.0,164.0,0.0
202.0,17.0,1970,R7-1,2.0,1.0,0.0
202.0,17.0,1970,R7-1,3.0,24.0,0.0
202.0,17.0,1970,R7-1,4.0,124.0,0.0
202.0,17.0,1970,R7-1,5.0,-7.0,0.0
202.0,17.0,1970,R7-1,6.0,99.0,0.0
202.0,17.0,1970,R7-1,7.0,536.0,0.0
202.0,17.0,1970,R7-1,8.0,1113.0,0.0
202.0,17.0,1970,R7-2,6.0,81.0,0.0
202.0,17.0,1970,R7-2,8.0,120.0,0.0
203.0,15.0,1970,C1-4,6.0,18.0,0.0
203.0,15.0,1970,C8-3,7.0,64.0,0.0
203.0,15.0,1970,M1-1,4.0,21.0,0.0
203.0,15.0,1970,R6,3.0,5.0,0.0
203.0,15.0,1970,R6,9.0,104.0,0.0
203.0,15.0,1970,R7-1,6.0,23.0,0.0
203.0,15.0,1970,R7-1,8.0,60.0,0.0
203.0,15.0,1970,R8A,11.0,279.0,0.0
203.0,16.0,1970,M1-1,3.0,2.0,0.0
203.0,16.0,1970,M1-1,7.0,49.0,0.0
203.0,16.0,1970,M1-1,11.0,114.0,0.0
203.0,16.0,1970,M1-1,12.0,267.0,0.0
203.0,16.0,1970,M1-1/R7-2,3.0,23.0,0.0
203.0,16.0,1970,M1-1/R7-2,5.0,0.0,0.0
203.0,16.0,1970,M1-1/R7-2,7.0,131.0,0.0
203.0,16.0,1970,M1-1/R7-2,8.0,126.0,0.0
203.0,16.0,1970,M1-1/R7-2,9.0,0.0,0.0
203.0,16.0,1970,M1-1/R7-2,10.0,206.0,0.0
203.0,16.0,1970,M1-1/R7-2,12.0,209.0,0.0
203.0,16.0,1970,R6,4.0,20.0,0.0
203.0,16.0,1970,R6,5.0,124.0,0.0
203.0,16.0,1970,R6,7.0,31.0,0.0
203.0,16.0,1970,R7-1,3.0,14.0,0.0
203.0,16.0,1970,R7-1,4.0,20.0,0.0
203.0,16.0,1970,R7-1,6.0,0.0,0.0
203.0,16.0,1970,R7-1,7.0,221.0,0.0
203.0,16.0,1970,R7-1,8.0,50.0,0.0
203.0,16.0,1970,R7-2,4.0,2.0,0.0
203.0,16.0,1970,R7-2,5.0,11.0,0.0
203.0,16.0,1970,R7-2,9.0,65.0,0.0
203.0,16.0,1970,R8,12.0,248.0,0.0
203.0,17.0,1970,C4-2,12.0,121.0,0.0
203.0,17.0,1970,C4-4,4.0,0.0,0.0
203.0,17.0,1970,C8-3,2.0,0.0,0.0
203.0,17.0,1970,C8-3,6.0,0.0,0.0
203.0,17.0,1970,C8-3,8.0,188.0,0.0
203.0,17.0,1970,R6,2.0,19.0,0.0
203.0,17.0,1970,R6,3.0,49.0,0.0
203.0,17.0,1970,R6,4.0,208.0,0.0
203.0,17.0,1970,R6,5.0,66.0,0.0
203.0,17.0,1970,R6,6.0,132.0,0.0
203.0,17.0,1970,R6,7.0,123.0,0.0
203.0,17.0,1970,R6,8.0,150.0,0.0
203.0,17.0,1970,R6,9.0,124.0,0.0
203.0,17.0,1970,R6,12.0,267.0,0.0
203.0,17.0,1970,R7-1,2.0,2.0,0.0
203.0,17.0,1970,R7-1,3.0,26.0,0.0
203.0,17.0,1970,R7-1,4.0,103.0,0.0
203.0,17.0,1970,R7-1,5.0,73.0,0.0
203.0,17.0,1970,R7-1,6.0,20.0,0.0
203.0,17.0,1970,R7-1,7.0,204.0,0.0
203.0,17.0,1970,R7-1,8.0,611.0,0.0
203.0,17.0,1970,R7-1,9.0,221.0,0.0
203.0,17.0,1970,R7-1,10.0,115.0,0.0
203.0,17.0,1970,R7-2,4.0,13.0,0.0
203.0,17.0,1970,R7-2,5.0,24.0,0.0
203.0,17.0,1970,R7-2,6.0,12.0,0.0
203.0,17.0,1970,R7-2,7.0,43.0,0.0
203.0,17.0,1970,R7-2,9.0,41.0,0.0
203.0,17.0,1970,R7-2,12.0,199.0,0.0
203.0,17.0,1970,R7A,8.0,168.0,0.0
203.0,17.0,1970,R7A,14.0,164.0,0.0
203.0,17.0,1970,R7A,15.0,237.0,0.0
203.0,17.0,1970,R8,8.0,119.0,0.0
203.0,17.0,1970,R8,9.0,59.0,0.0
203.0,17.0,1970,R8,10.0,540.0,0.0
203.0,17.0,1970,R8,11.0,360.0,0.0
203.0,17.0,1970,R8,12.0,305.0,0.0
203.0,17.0,1970,R8,13.0,401.0,0.0
203.0,17.0,1970,R8X,12.0,128.0,0.0
203.0,17.0,1970,R8X,15.0,366.0,0.0
204.0,8.0,1970,C4-4,3.0,0.0,0.0
204.0,8.0,1970,C4-4,4.0,0.0,0.0
204.0,8.0,1970,M1-2,4.0,0.0,0.0
204.0,8.0,1970,R6,3.0,2.0,0.0
204.0,8.0,1970,R6,4.0,8.0,0.0
204.0,8.0,1970,R7-2,23.0,542.0,0.0
204.0,15.0,1970,R7-1,2.0,0.0,0.0
204.0,15.0,1970,R7-1,3.0,9.0,0.0
204.0,15.0,1970,R7-1,7.0,23.0,0.0
204.0,15.0,1970,R8,6.0,23.0,0.0
204.0,15.0,1970,R8,8.0,42.0,0.0
204.0,15.0,1970,R8,13.0,3.0,0.0
204.0,16.0,1970,C2-2,2.0,0.0,0.0
204.0,16.0,1970,C6-3D,17.0,134.0,0.0
204.0,16.0,1970,C8-3,4.0,0.0,0.0
204.0,16.0,1970,M1-1,2.0,0.0,0.0
204.0,16.0,1970,M1-5,11.0,0.0,0.0
204.0,16.0,1970,R7-1,2.0,29.0,0.0
204.0,16.0,1970,R7-1,3.0,131.0,0.0
204.0,16.0,1970,R7-1,4.0,312.0,0.0
204.0,16.0,1970,R7-1,5.0,118.0,0.0
204.0,16.0,1970,R7-1,6.0,493.0,0.0
204.0,16.0,1970,R7-1,7.0,708.0,0.0
204.0,16.0,1970,R7-1,8.0,373.0,0.0
204.0,16.0,1970,R7-1,9.0,149.0,0.0
204.0,16.0,1970,R7-1,10.0,267.0,0.0
204.0,16.0,1970,R7-1,11.0,155.0,0.0
204.0,16.0,1970,R7-1,17.0,0.0,0.0
204.0,16.0,1970,R7D,10.0,114.0,0.0
204.0,16.0,1970,R7D,11.0,94.0,0.0
204.0,16.0,1970,R8,3.0,1.0,0.0
204.0,16.0,1970,R8,4.0,0.0,0.0
204.0,16.0,1970,R8,6.0,-3.0,0.0
204.0,16.0,1970,R8,8.0,0.0,0.0
204.0,16.0,1970,R8,9.0,74.0,0.0
204.0,16.0,1970,R8,11.0,133.0,0.0
204.0,16.0,1970,R8,13.0,33.0,0.0
204.0,16.0,1970,R8,14.0,305.0,0.0
204.0,16.0,1970,R8A,10.0,86.0,0.0
204.0,16.0,1970,R8A,12.0,126.0,0.0
204.0,16.0,1970,R8A,13.0,155.0,0.0
204.0,16.0,1970,R8A,15.0,255.0,0.0
204.0,16.0,1970,R9A,12.0,110.0,0.0
204.0,16.0,1970,R9A,17.0,500.0,0.0
204.0,16.0,1970,R9A,19.0,245.0,0.0
205.0,14.0,1970,C4-4,5.0,0.0,0.0
205.0,14.0,1970,C4-4D,3.0,-2.0,0.0
205.0,14.0,1970,C8-3,5.0,0.0,0.0
205.0,14.0,1970,R5,2.0,2.0,0.0
205.0,14.0,1970,R5,3.0,10.0,0.0
205.0,14.0,1970,R5,6.0,-8.0,0.0
205.0,14.0,1970,R6,4.0,8.0,0.0
205.0,14.0,1970,R7-1,2.0,3.0,0.0
205.0,14.0,1970,R7-1,3.0,65.0,0.0
205.0,14.0,1970,R7-1,4.0,83.0,0.0
205.0,14.0,1970,R7-1,5.0,7.0,0.0
205.0,14.0,1970,R7-1,6.0,154.0,0.0
205.0,14.0,1970,R7-1,7.0,240.0,0.0
205.0,14.0,1970,R7-1,8.0,265.0,0.0
205.0,14.0,1970,R7-1,9.0,216.0,0.0
205.0,14.0,1970,R7A,7.0,0.0,0.0
205.0,14.0,1970,R7D,11.0,164.0,0.0
205.0,14.0,1970,R8,2.0,3.0,0.0
205.0,14.0,1970,R8,3.0,14.0,0.0
205.0,14.0,1970,R8,4.0,25.0,0.0
205.0,14.0,1970,R8,5.0,2.0,0.0
205.0,14.0,1970,R8,6.0,55.0,0.0
205.0,14.0,1970,R8,8.0,210.0,0.0
205.0,14.0,1970,R8,9.0,135.0,0.0
205.0,14.0,1970,R8,10.0,156.0,0.0
205.0,14.0,1970,R8,11.0,344.0,0.0
205.0,14.0,1970,R8,12.0,152.0,0.0
205.0,14.0,1970,R8,13.0,75.0,0.0
205.0,14.0,1970,R8,14.0,103.0,0.0
205.0,14.0,1970,R8A,16.0,175.0,0.0
205.0,15.0,1970,R6,2.0,1.0,0.0
205.0,15.0,1970,R7-1,2.0,2.0,0.0
205.0,15.0,1970,R7-1,3.0,10.0,0.0
205.0,15.0,1970,R7-1,4.0,47.0,0.0
205.0,15.0,1970,R7-1,5.0,17.0,0.0
205.0,15.0,1970,R7-1,6.0,58.0,0.0
205.0,15.0,1970,R7-1,7.0,177.0,0.0
205.0,15.0,1970,R7-1,8.0,68.0,0.0
205.0,15.0,1970,R7-1,9.0,48.0,0.0
205.0,15.0,1970,R7-1,14.0,182.0,0.0
205.0,15.0,1970,R7-1,16.0,0.0,0.0
205.0,15.0,1970,R8,2.0,1.0,0.0
205.0,15.0,1970,R8,3.0,8.0,0.0
205.0,15.0,1970,R8,4.0,14.0,0.0
205.0,15.0,1970,R8,6.0,1.0,0.0
205.0,15.0,1970,R8,7.0,44.0,0.0
205.0,15.0,1970,R8,8.0,296.0,0.0
205.0,15.0,1970,R8,10.0,56.0,0.0
205.0,15.0,1970,R8,11.0,76.0,0.0
205.0,15.0,1970,R8,12.0,418.0,0.0
205.0,15.0,1970,R8,13.0,136.0,0.0
205.0,16.0,1970,R6,2.0,3.0,0.0
205.0,16.0,1970,R6,6.0,106.0,0.0
206.0,15.0,1970,C1-4,3.0,0.0,0.0
206.0,15.0,1970,C4-4A,3.0,6.0,0.0
206.0,15.0,1970,C4-4A,4.0,1.0,0.0
206.0,15.0,1970,C4-4A,6.0,0.0,0.0
206.0,15.0,1970,C4-4A,8.0,0.0,0.0
206.0,15.0,1970,C4-4D,2.0,1.0,0.0
206.0,15.0,1970,C4-4D,5.0,16.0,0.0
206.0,15.0,1970,C4-4D,9.0,13.0,0.0
206.0,15.0,1970,C4-4D,11.0,181.0,0.0
206.0,15.0,1970,C4-4D,12.0,133.0,0.0
206.0,15.0,1970,C4-5,12.0,256.0,0.0
206.0,15.0,1970,C4-5D,3.0,0.0,0.0
206.0,15.0,1970,C4-5X,2.0,2.0,0.0
206.0,15.0,1970,C4-5X,6.0,0.0,0.0
206.0,15.0,1970,C4-5X,7.0,0.0,0.0
206.0,15.0,1970,C4-5X,8.0,251.0,0.0
206.0,15.0,1970,C4-5X,9.0,165.0,0.0
206.0,15.0,1970,C4-5X,12.0,248.0,0.0
206.0,15.0,1970,C8-3,3.0,0.0,0.0
206.0,15.0,1970,C8-3,4.0,0.0,0.0
206.0,15.0,1970,C8-3,5.0,0.0,0.0
206.0,15.0,1970,M1-1,2.0,0.0,0.0
206.0,15.0,1970,M1-1,4.0,0.0,0.0
206.0,15.0,1970,M1-1,8.0,51.0,0.0
206.0,15.0,1970,M1-1,10.0,90.0,0.0
206.0,15.0,1970,M1-4,3.0,0.0,0.0
206.0,15.0,1970,M1-4,6.0,27.0,0.0
206.0,15.0,1970,M1-4,7.0,68.0,0.0
206.0,15.0,1970,M1-4,8.0,190.0,0.0
206.0,15.0,1970,M1-4/R7A,7.0,19.0,0.0
206.0,15.0,1970,R6,2.0,2.0,0.0
206.0,15.0,1970,R6,3.0,2.0,0.0
206.0,15.0,1970,R6,4.0,48.0,0.0
206.0,15.0,1970,R6,5.0,0.0,0.0
206.0,15.0,1970,R6,6.0,77.0,0.0
206.0,15.0,1970,R6,7.0,241.0,0.0
206.0,15.0,1970,R6,9.0,40.0,0.0
206.0,15.0,1970,R6A,4.0,28.0,0.0
206.0,15.0,1970,R6A,5.0,0.0,0.0
206.0,15.0,1970,R6A,6.0,42.0,0.0
206.0,15.0,1970,R6A,8.0,49.0,0.0
206.0,15.0,1970,R7-1,2.0,7.0,0.0
206.0,15.0,1970,R7-1,3.0,256.0,0.0
206.0,15.0,1970,R7-1,4.0,220.0,0.0
206.0,15.0,1970,R7-1,5.0,261.0,0.0
206.0,15.0,1970,R7-1,6.0,315.0,0.0
206.0,15.0,1970,R7-1,7.0,599.0,0.0
206.0,15.0,1970,R7-1,8.0,788.0,0.0
206.0,15.0,1970,R7-1,9.0,529.0,0.0
206.0,15.0,1970,R7-1,16.0,279.0,0.0
206.0,15.0,1970,R7-1,18.0,163.0,0.0
206.0,15.0,1970,R7-1,19.0,1.0,0.0
206.0,15.0,1970,R7-1,21.0,0.0,0.0
206.0,15.0,1970,R7-1,22.0,0.0,0.0
206.0,15.0,1970,R7A,4.0,5.0,0.0
206.0,15.0,1970,R7A,5.0,10.0,0.0
206.0,15.0,1970,R7X,11.0,119.0,0.0
206.0,15.0,1970,R8,15.0,319.0,0.0
206.0,15.0,1970,R8X,8.0,46.0,0.0
206.0,15.0,1970,R8X,14.0,153.0,0.0
206.0,15.0,1970,R8X,15.0,218.0,0.0
206.0,15.0,1970,R8X,16.0,261.0,0.0
207.0,11.0,1970,C1-3,6.0,0.0,0.0
207.0,11.0,1970,C4-4,2.0,-1.0,0.0
207.0,11.0,1970,C4-4,6.0,0.0,0.0
207.0,11.0,1970,C4-4,8.0,115.0,0.0
207.0,11.0,1970,C8-2,4.0,0.0,0.0
207.0,11.0,1970,C8-2,5.0,0.0,0.0
207.0,11.0,1970,C8-2,10.0,60.0,0.0
207.0,11.0,1970,M1-2,2.0,0.0,0.0
207.0,11.0,1970,R5A,2.0,1.0,0.0
207.0,11.0,1970,R5B,3.0,1.0,0.0
207.0,11.0,1970,R5D,2.0,0.0,0.0
207.0,11.0,1970,R6,2.0,2.0,0.0
207.0,11.0,1970,R6B,4.0,9.0,0.0
207.0,11.0,1970,R7-1,1.0,-2.0,0.0
207.0,11.0,1970,R7-1,2.0,1.0,0.0
207.0,11.0,1970,R7-1,3.0,4.0,0.0
207.0,11.0,1970,R7-1,4.0,32.0,0.0
207.0,11.0,1970,R7-1,6.0,-6.0,0.0
207.0,11.0,1970,R7-1,7.0,122.0,0.0
207.0,11.0,1970,R7-1,8.0,69.0,0.0
207.0,11.0,1970,R7-1,9.0,32.0,0.0
207.0,11.0,1970,R7-1,13.0,122.0,0.0
207.0,11.0,1970,R7A,2.0,1.0,0.0
207.0,11.0,1970,R7A,4.0,10.0,0.0
207.0,11.0,1970,R7A,8.0,64.0,0.0
207.0,11.0,1970,R7B,4.0,36.0,0.0
207.0,11.0,1970,R7B,7.0,80.0,0.0
207.0,11.0,1970,R7D,6.0,33.0,0.0
207.0,11.0,1970,R7D,8.0,204.0,0.0
207.0,11.0,1970,R7D,10.0,70.0,0.0
207.0,11.0,1970,R7D,11.0,118.0,0.0
207.0,11.0,1970,R8,2.0,1.0,0.0
207.0,11.0,1970,R8,3.0,0.0,0.0
207.0,11.0,1970,R8,4.0,24.0,0.0
207.0,11.0,1970,R8,7.0,18.0,0.0
207.0,11.0,1970,R8,8.0,257.0,0.0
207.0,11.0,1970,R8,9.0,132.0,0.0
207.0,11.0,1970,R8,10.0,108.0,0.0
207.0,11.0,1970,R8,11.0,323.0,0.0
207.0,11.0,1970,R8,13.0,152.0,0.0
207.0,11.0,1970,R8X,10.0,68.0,0.0
207.0,14.0,1970,M3-1,1.0,-1.0,0.0
207.0,14.0,1970,R5,3.0,16.0,0.0
207.0,14.0,1970,R5,4.0,7.0,0.0
207.0,14.0,1970,R5,6.0,-2.0,0.0
207.0,14.0,1970,R6,2.0,2.0,0.0
207.0,14.0,1970,R6,3.0,12.0,0.0
207.0,14.0,1970,R6,4.0,102.0,0.0
207.0,14.0,1970,R6,5.0,57.0,0.0
207.0,14.0,1970,R6,6.0,140.0,0.0
207.0,14.0,1970,R6,7.0,177.0,0.0
207.0,14.0,1970,R6,8.0,59.0,0.0
207.0,14.0,1970,R6,9.0,0.0,0.0
207.0,14.0,1970,R6,12.0,0.0,0.0
207.0,14.0,1970,R7-1,2.0,2.0,0.0
207.0,14.0,1970,R7-1,3.0,4.0,0.0
207.0,14.0,1970,R7-1,4.0,23.0,0.0
207.0,14.0,1970,R7-1,5.0,0.0,0.0
207.0,14.0,1970,R7-1,6.0,1.0,0.0
207.0,14.0,1970,R7-1,7.0,54.0,0.0
207.0,14.0,1970,R7-1,8.0,66.0,0.0
207.0,14.0,1970,R7-1,9.0,136.0,0.0
207.0,14.0,1970,R8,3.0,7.0,0.0
207.0,14.0,1970,R8,4.0,10.0,0.0
207.0,14.0,1970,R8,5.0,115.0,0.0
207.0,14.0,1970,R8,6.0,37.0,0.0
207.0,14.0,1970,R8,7.0,56.0,0.0
207.0,14.0,1970,R8,8.0,276.0,0.0
207.0,14.0,1970,R8,9.0,159.0,0.0
207.0,14.0,1970,R8,10.0,44.0,0.0
207.0,14.0,1970,R8,11.0,75.0,0.0
207.0,14.0,1970,R8,12.0,421.0,0.0
207.0,14.0,1970,R8,13.0,362.0,0.0
207.0,14.0,1970,R8,14.0,101.0,0.0
207.0,15.0,1970,C4-4,3.0,0.0,0.0
207.0,15.0,1970,C4-5D,12.0,188.0,0.0
207.0,15.0,1970,R5B,2.0,1.0,0.0
207.0,15.0,1970,R5B,3.0,3.0,0.0
207.0,15.0,1970,R6B,4.0,32.0,0.0
207.0,15.0,1970,R7-1,2.0,1.0,0.0
207.0,15.0,1970,R7-1,3.0,3.0,0.0
207.0,15.0,1970,R7-1,4.0,19.0,0.0
207.0,15.0,1970,R7-1,6.0,102.0,0.0
207.0,15.0,1970,R7-1,7.0,0.0,0.0
207.0,15.0,1970,R7-1,8.0,51.0,0.0
207.0,15.0,1970,R7-1,9.0,160.0,0.0
207.0,15.0,1970,R7A,5.0,2.0,0.0
207.0,15.0,1970,R7A,8.0,114.0,0.0
207.0,15.0,1970,R7A,9.0,197.0,0.0
207.0,15.0,1970,R7B,3.0,1.0,0.0
207.0,15.0,1970,R7B,4.0,93.0,0.0
207.0,15.0,1970,R7B,5.0,17.0,0.0
207.0,15.0,1970,R7B,6.0,24.0,0.0
207.0,15.0,1970,R7B,7.0,100.0,0.0
208.0,10.0,1970,R5,2.0,1.0,0.0
208.0,10.0,1970,R5,3.0,0.0,0.0
208.0,10.0,1970,R6,2.0,1.0,0.0
208.0,10.0,1970,R6,3.0,0.0,0.0
208.0,11.0,1970,C1-2,7.0,10.0,0.0
208.0,11.0,1970,C1-3,10.0,48.0,0.0
208.0,11.0,1970,R1-1,1.0,0.0,0.0
208.0,11.0,1970,R1-1,2.0,1.0,0.0
208.0,11.0,1970,R1-1,3.0,0.0,0.0
208.0,11.0,1970,R1-2,2.0,6.0,0.0
208.0,11.0,1970,R1-2,3.0,16.0,0.0
208.0,11.0,1970,R1-2,4.0,0.0,0.0
208.0,11.0,1970,R1-2,13.0,0.0,0.0
208.0,11.0,1970,R2,2.0,1.0,0.0
208.0,11.0,1970,R2,3.0,2.0,0.0
208.0,11.0,1970,R3-1,2.0,3.0,0.0
208.0,11.0,1970,R3-1,3.0,1.0,0.0
208.0,11.0,1970,R3-2,2.0,1.0,0.0
208.0,11.0,1970,R3-2,3.0,2.0,0.0
208.0,11.0,1970,R3A,2.0,5.0,0.0
208.0,11.0,1970,R3A,3.0,0.0,0.0
208.0,11.0,1970,R4,1.0,0.0,0.0
208.0,11.0,1970,R4,2.0,1.0,0.0
208.0,11.0,1970,R4,3.0,101.0,0.0
208.0,11.0,1970,R4,5.0,0.0,0.0
208.0,11.0,1970,R4,6.0,0.0,0.0
208.0,11.0,1970,R4,8.0,-129.0,0.0
208.0,11.0,1970,R4,13.0,0.0,0.0
208.0,11.0,1970,R4,17.0,1.0,0.0
208.0,11.0,1970,R4A,2.0,4.0,0.0
208.0,11.0,1970,R4A,3.0,0.0,0.0
208.0,11.0,1970,R5,2.0,0.0,0.0
208.0,11.0,1970,R5,3.0,12.0,0.0
208.0,11.0,1970,R6,2.0,0.0,0.0
208.0,11.0,1970,R6,3.0,11.0,0.0
208.0,11.0,1970,R6,4.0,46.0,0.0
208.0,11.0,1970,R6,5.0,141.0,0.0
208.0,11.0,1970,R6,6.0,237.0,0.0
208.0,11.0,1970,R6,7.0,301.0,0.0
208.0,11.0,1970,R6,8.0,0.0,0.0
208.0,11.0,1970,R6,10.0,0.0,0.0
208.0,11.0,1970,R6,11.0,132.0,0.0
208.0,11.0,1970,R6,12.0,31.0,0.0
208.0,11.0,1970,R6,13.0,2.0,0.0
208.0,11.0,1970,R6,18.0,89.0,0.0
208.0,11.0,1970,R6,24.0,1.0,0.0
208.0,11.0,1970,R6A,2.0,0.0,0.0
208.0,11.0,1970,R6A,3.0,2.0,0.0
208.0,11.0,1970,R6A,4.0,18.0,0.0
208.0,11.0,1970,R6A,6.0,219.0,0.0
208.0,11.0,1970,R6A,7.0,101.0,0.0
208.0,11.0,1970,R7-1,2.0,-1.0,0.0
208.0,11.0,1970,R7-1,3.0,1.0,0.0
208.0,11.0,1970,R7-1,4.0,16.0,0.0
208.0,11.0,1970,R7-1,9.0,-2.0,0.0
208.0,11.0,1970,R7A,2.0,0.0,0.0
208.0,11.0,1970,R7A,3.0,0.0,0.0
208.0,11.0,1970,R7A,6.0,0.0,0.0
208.0,11.0,1970,R7A,8.0,99.0,0.0
208.0,11.0,1970,R7A,11.0,0.0,0.0
208.0,11.0,1970,R7A,12.0,0.0,0.0
208.0,11.0,1970,R7A,14.0,5.0,0.0
208.0,11.0,1970,R7A,24.0,0.0,0.0
208.0,14.0,1970,R4A,2.0,6.0,0.0
208.0,14.0,1970,R6,2.0,11.0,0.0
208.0,14.0,1970,R6,3.0,18.0,0.0
208.0,14.0,1970,R6,4.0,44.0,0.0
208.0,14.0,1970,R6,6.0,114.0,0.0
208.0,14.0,1970,R6,7.0,40.0,0.0
208.0,14.0,1970,R6A,2.0,1.0,0.0
208.0,14.0,1970,R6A,3.0,1.0,0.0
208.0,14.0,1970,R6A,6.0,20.0,0.0
209.0,17.0,1970,C4-2,6.0,-4.0,0.0
209.0,17.0,1970,C4-2,8.0,0.0,0.0
209.0,17.0,1970,R5,3.0,23.0,0.0
209.0,17.0,1970,R6,2.0,4.0,0.0
209.0,17.0,1970,R6,3.0,22.0,0.0
209.0,17.0,1970,R6,4.0,-1.0,0.0
209.0,17.0,1970,R6,5.0,125.0,0.0
209.0,17.0,1970,R6,6.0,129.0,0.0
209.0,18.0,1970,C1-2,6.0,0.0,0.0
209.0,18.0,1970,C2-1,3.0,3.0,0.0
209.0,18.0,1970,C3,2.0,24.0,0.0
209.0,18.0,1970,C3,3.0,2.0,0.0
209.0,18.0,1970,C4-2,3.0,1.0,0.0
209.0,18.0,1970,C4-2,9.0,2.0,0.0
209.0,18.0,1970,C4-2,13.0,0.0,0.0
209.0,18.0,1970,M1-1,2.0,0.0,0.0
209.0,18.0,1970,R3-2,2.0,22.0,0.0
209.0,18.0,1970,R3-2,3.0,260.0,0.0
209.0,18.0,1970,R3-2,4.0,-1.0,0.0
209.0,18.0,1970,R3A,2.0,15.0,0.0
209.0,18.0,1970,R4,2.0,2.0,0.0
209.0,18.0,1970,R4,3.0,3.0,0.0
209.0,18.0,1970,R4A,2.0,1.0,0.0
209.0,18.0,1970,R4A,3.0,0.0,0.0
209.0,18.0,1970,R5,1.0,0.0,0.0
209.0,18.0,1970,R5,2.0,11.0,0.0
209.0,18.0,1970,R5,3.0,288.0,0.0
209.0,18.0,1970,R5,4.0,151.0,0.0
209.0,18.0,1970,R5,6.0,99.0,0.0
209.0,18.0,1970,R5,16.0,205.0,0.0
209.0,18.0,1970,R6,1.0,-3.0,0.0
209.0,18.0,1970,R6,2.0,2.0,0.0
209.0,18.0,1970,R6,3.0,44.0,0.0
209.0,18.0,1970,R6,4.0,201.0,0.0
209.0,18.0,1970,R6,5.0,102.0,0.0
209.0,18.0,1970,R6,6.0,52.0,0.0
209.0,18.0,1970,R6,7.0,192.0,0.0
209.0,18.0,1970,R6,8.0,427.0,0.0
209.0,18.0,1970,R6,9.0,0.0,0.0
209.0,18.0,1970,R6,10.0,124.0,0.0
209.0,18.0,1970,R6,11.0,82.0,0.0
209.0,18.0,1970,R6,13.0,435.0,0.0
209.0,18.0,1970,R6,14.0,154.0,0.0
209.0,18.0,1970,R6,19.0,0.0,0.0
209.0,18.0,1970,R6,21.0,0.0,0.0
209.0,18.0,1970,R7A,9.0,326.0,0.0
209.0,18.0,1970,R8A,12.0,249.0,0.0
210.0,12.0,1970,C4-1,3.0,3.0,0.0
210.0,12.0,1970,C4-1,11.0,250.0,0.0
210.0,12.0,1970,R3-2,2.0,1.0,0.0
210.0,12.0,1970,R3A,2.0,8.0,0.0
210.0,12.0,1970,R6,24.0,0.0,0.0
210.0,13.0,1970,C1-4,2.0,1.0,0.0
210.0,13.0,1970,C3,2.0,1.0,0.0
210.0,13.0,1970,C3A,1.0,0.0,0.0
210.0,13.0,1970,C3A,2.0,11.0,0.0
210.0,13.0,1970,C3A,3.0,0.0,0.0
210.0,13.0,1970,R2,2.0,3.0,0.0
210.0,13.0,1970,R2,3.0,5.0,0.0
210.0,13.0,1970,R3-1,1.0,1.0,0.0
210.0,13.0,1970,R3-1,2.0,16.0,0.0
210.0,13.0,1970,R3-1,3.0,2.0,0.0
210.0,13.0,1970,R3-2,1.0,0.0,0.0
210.0,13.0,1970,R3-2,2.0,29.0,0.0
210.0,13.0,1970,R3-2,3.0,0.0,0.0
210.0,13.0,1970,R3A,1.0,1.0,0.0
210.0,13.0,1970,R3A,2.0,112.0,0.0
210.0,13.0,1970,R3A,3.0,20.0,0.0
210.0,13.0,1970,R4,2.0,16.0,0.0
210.0,13.0,1970,R4,3.0,32.0,0.0
210.0,13.0,1970,R4-1,2.0,10.0,0.0
210.0,13.0,1970,R4-1,3.0,29.0,0.0
210.0,13.0,1970,R4A,2.0,21.0,0.0
210.0,13.0,1970,R4A,3.0,27.0,0.0
210.0,13.0,1970,R4A,4.0,1.0,0.0
210.0,13.0,1970,R5,2.0,2.0,0.0
210.0,13.0,1970,R5,3.0,12.0,0.0
210.0,13.0,1970,R5,5.0,20.0,0.0
210.0,13.0,1970,R5A,1.0,1.0,0.0
210.0,13.0,1970,R5A,2.0,1.0,0.0
210.0,13.0,1970,R5A,3.0,0.0,0.0
210.0,13.0,1970,R6,3.0,4.0,0.0
210.0,13.0,1970,R6,4.0,9.0,0.0
210.0,13.0,1970,R7-1,2.0,4.0,0.0
210.0,13.0,1970,R7-1,3.0,2.0,0.0
210.0,13.0,1970,R7-1,4.0,35.0,0.0
210.0,13.0,1970,R7-1,5.0,1.0,0.0
210.0,13.0,1970,R7-1,6.0,30.0,0.0
210.0,13.0,1970,R7-1,7.0,161.0,0.0
210.0,13.0,1970,R7-1,8.0,60.0,0.0
