community_district,council_district,Year of Completion,ZoningDst1,FloorsProp,ClassANet_sum,AllCountedUnits_sum
302.0,33.0,1970,R8,5.0,14.0,0.0
302.0,33.0,1970,R8,7.0,0.0,0.0
302.0,33.0,1970,R8,33.0,0.0,0.0
302.0,33.0,1970,R8A,4.0,0.0,0.0
302.0,33.0,1970,R8A,6.0,6.0,0.0
302.0,33.0,1970,R8A,12.0,62.0,0.0
302.0,35.0,1970,C1-3,4.0,1.0,0.0
302.0,35.0,1970,C2-3,4.0,5.0,0.0
302.0,35.0,1970,C2-3,5.0,10.0,0.0
302.0,35.0,1970,C6-2,10.0,80.0,0.0
302.0,35.0,1970,C6-2,31.0,379.0,0.0
302.0,35.0,1970,C6-3A,12.0,363.0,0.0
302.0,35.0,1970,C6-4,10.0,-1.0,0.0
302.0,35.0,1970,C6-4,12.0,146.0,0.0
302.0,35.0,1970,C6-4,14.0,0.0,0.0
302.0,35.0,1970,C6-4,19.0,183.0,0.0
302.0,35.0,1970,C6-4,22.0,0.0,0.0
302.0,35.0,1970,C6-4,33.0,440.0,0.0
302.0,35.0,1970,C6-4,36.0,255.0,0.0
302.0,35.0,1970,C6-4,44.0,326.0,0.0
302.0,35.0,1970,C6-4,52.0,586.0,0.0
302.0,35.0,1970,M1-1,4.0,0.0,0.0
302.0,35.0,1970,M1-1,7.0,55.0,0.0
302.0,35.0,1970,M1-1,51.0,858.0,0.0
302.0,35.0,1970,M1-2,2.0,-1.0,0.0
302.0,35.0,1970,M1-2,3.0,9.0,0.0
302.0,35.0,1970,M1-2,4.0,8.0,0.0
302.0,35.0,1970,M1-2,12.0,0.0,0.0
302.0,35.0,1970,R5,3.0,0.0,0.0
302.0,35.0,1970,R5B,2.0,1.0,0.0
302.0,35.0,1970,R5B,3.0,14.0,0.0
302.0,35.0,1970,R5B,4.0,0.0,0.0
302.0,35.0,1970,R5B,16.0,0.0,0.0
302.0,35.0,1970,R6,1.0,0.0,0.0
302.0,35.0,1970,R6,2.0,3.0,0.0
302.0,35.0,1970,R6,3.0,8.0,0.0
302.0,35.0,1970,R6,4.0,114.0,0.0
302.0,35.0,1970,R6,5.0,79.0,0.0
302.0,35.0,1970,R6,6.0,83.0,0.0
302.0,35.0,1970,R6,7.0,63.0,0.0
302.0,35.0,1970,R6,8.0,62.0,0.0
302.0,35.0,1970,R6,9.0,0.0,0.0
302.0,35.0,1970,R6,10.0,0.0,0.0
302.0,35.0,1970,R6,11.0,19.0,0.0
302.0,35.0,1970,R6,13.0,33.0,0.0
302.0,35.0,1970,R6,15.0,1.0,0.0
302.0,35.0,1970,R6,16.0,49.0,0.0
302.0,35.0,1970,R6,17.0,140.0,0.0
302.0,35.0,1970,R6,18.0,146.0,0.0
302.0,35.0,1970,R6,34.0,476.0,0.0
302.0,35.0,1970,R6A,4.0,2.0,0.0
302.0,35.0,1970,R6A,7.0,14.0,0.0
302.0,35.0,1970,R6B,1.0,0.0,0.0
302.0,35.0,1970,R6B,2.0,14.0,0.0
302.0,35.0,1970,R6B,3.0,102.0,0.0
302.0,35.0,1970,R6B,4.0,256.0,0.0
302.0,35.0,1970,R6B,5.0,226.0,0.0
302.0,35.0,1970,R6B,6.0,0.0,0.0
302.0,35.0,1970,R6B,7.0,26.0,0.0
302.0,35.0,1970,R7-1,2.0,52.0,0.0
302.0,35.0,1970,R7-1,3.0,0.0,0.0
302.0,35.0,1970,R7-1,6.0,36.0,0.0
302.0,35.0,1970,R7-1,8.0,116.0,0.0
302.0,35.0,1970,R7-1,9.0,95.0,0.0
302.0,35.0,1970,R7-1,15.0,433.0,0.0
302.0,35.0,1970,R7-2,4.0,4.0,0.0
302.0,35.0,1970,R7A,2.0,1.0,0.0
302.0,35.0,1970,R7A,3.0,-3.0,0.0
302.0,35.0,1970,R7A,4.0,50.0,0.0
302.0,35.0,1970,R7A,5.0,46.0,0.0
302.0,35.0,1970,R7A,6.0,62.0,0.0
302.0,35.0,1970,R7A,7.0,463.0,0.0
302.0,35.0,1970,R7A,8.0,497.0,0.0
302.0,35.0,1970,R7A,9.0,487.0,0.0
302.0,35.0,1970,R7D,9.0,90.0,0.0
302.0,35.0,1970,R8,3.0,23.0,0.0
302.0,35.0,1970,R8,8.0,199.0,0.0
302.0,35.0,1970,R8,12.0,211.0,0.0
302.0,35.0,1970,R8A,13.0,104.0,0.0
302.0,35.0,1970,R9,4.0,20.0,0.0
302.0,35.0,1970,R9,29.0,264.0,0.0
302.0,39.0,1970,C1-3,5.0,1.0,0.0
302.0,39.0,1970,C2-3,3.0,0.0,0.0
302.0,39.0,1970,R6,3.0,-8.0,0.0
302.0,39.0,1970,R6,4.0,1.0,0.0
302.0,39.0,1970,R6,5.0,0.0,0.0
302.0,39.0,1970,R6A,3.0,0.0,0.0
302.0,39.0,1970,R6A,4.0,5.0,0.0
302.0,39.0,1970,R6A,5.0,1.0,0.0
302.0,39.0,1970,R6B,2.0,2.0,0.0
302.0,39.0,1970,R6B,3.0,-12.0,0.0
302.0,39.0,1970,R6B,4.0,-1.0,0.0
302.0,39.0,1970,R6B,5.0,-1.0,0.0
302.0,39.0,1970,R7A,8.0,98.0,0.0
302.0,39.0,1970,R7B,3.0,0.0,0.0
302.0,39.0,1970,R7B,4.0,0.0,0.0
302.0,39.0,1970,R7B,6.0,31.0,0.0
302.0,39.0,1970,R7B,12.0,100.0,0.0
302.0,39.0,1970,R8A,9.0,28.0,0.0
303.0,33.0,1970,M1-1,3.0,4.0,0.0
303.0,33.0,1970,M1-1,4.0,39.0,0.0
303.0,33.0,1970,M1-1,5.0,37.0,0.0
303.0,33.0,1970,M1-2,3.0,0.0,0.0
303.0,33.0,1970,M1-2,4.0,56.0,0.0
303.0,33.0,1970,M1-2,5.0,24.0,0.0
303.0,33.0,1970,M1-2,6.0,54.0,0.0
303.0,33.0,1970,M1-2/R6A,3.0,1.0,0.0
303.0,33.0,1970,M1-2/R6A,4.0,17.0,0.0
303.0,33.0,1970,M1-2/R6A,5.0,9.0,0.0
303.0,33.0,1970,M1-2/R6A,6.0,177.0,0.0
303.0,33.0,1970,M1-2/R6A,7.0,35.0,0.0
303.0,33.0,1970,M1-2/R6B,3.0,0.0,0.0
303.0,33.0,1970,R6,2.0,0.0,0.0
303.0,33.0,1970,R6,3.0,6.0,0.0
303.0,33.0,1970,R6,4.0,86.0,0.0
303.0,33.0,1970,R6,5.0,54.0,0.0
303.0,33.0,1970,R6,6.0,52.0,0.0
303.0,33.0,1970,R6,8.0,40.0,0.0
303.0,33.0,1970,R6,9.0,66.0,0.0
303.0,33.0,1970,R6A,4.0,5.0,0.0
303.0,33.0,1970,R6A,6.0,26.0,0.0
303.0,33.0,1970,R6A,7.0,19.0,0.0
303.0,33.0,1970,R6B,3.0,2.0,0.0
303.0,33.0,1970,R6B,4.0,111.0,0.0
303.0,33.0,1970,R6B,5.0,129.0,0.0
303.0,33.0,1970,R7A,4.0,27.0,0.0
303.0,33.0,1970,R7A,5.0,44.0,0.0
303.0,33.0,1970,R7A,6.0,120.0,0.0
303.0,33.0,1970,R7A,8.0,188.0,0.0
303.0,33.0,1970,R7A,9.0,86.0,0.0
303.0,33.0,1970,R8,6.0,4.0,0.0
303.0,36.0,1970,C1-3,2.0,0.0,0.0
303.0,36.0,1970,C1-3,3.0,2.0,0.0
303.0,36.0,1970,C1-3,4.0,5.0,0.0
303.0,36.0,1970,C2-3,3.0,3.0,0.0
303.0,36.0,1970,C2-3,4.0,-1.0,0.0
303.0,36.0,1970,C2-3,5.0,1.0,0.0
303.0,36.0,1970,C2-3,8.0,45.0,0.0
303.0,36.0,1970,C2-5,5.0,4.0,0.0
303.0,36.0,1970,C4-3,4.0,8.0,0.0
303.0,36.0,1970,C4-3,5.0,8.0,0.0
303.0,36.0,1970,C4-3,6.0,89.0,0.0
303.0,36.0,1970,C4-3,8.0,93.0,0.0
303.0,36.0,1970,C4-4,4.0,5.0,0.0
303.0,36.0,1970,C4-4L,2.0,2.0,0.0
303.0,36.0,1970,C4-4L,3.0,3.0,0.0
303.0,36.0,1970,C4-4L,4.0,21.0,0.0
303.0,36.0,1970,C4-4L,5.0,8.0,0.0
303.0,36.0,1970,C4-4L,6.0,101.0,0.0
303.0,36.0,1970,C4-4L,7.0,28.0,0.0
303.0,36.0,1970,C4-4L,8.0,84.0,0.0
303.0,36.0,1970,C4-4L,9.0,93.0,0.0
303.0,36.0,1970,C4-4L,11.0,233.0,0.0
303.0,36.0,1970,C4-5D,3.0,1.0,0.0
303.0,36.0,1970,C4-5D,4.0,-4.0,0.0
303.0,36.0,1970,C4-5D,5.0,0.0,0.0
303.0,36.0,1970,C4-5D,6.0,12.0,0.0
303.0,36.0,1970,C4-5D,7.0,46.0,0.0
303.0,36.0,1970,C4-5D,8.0,30.0,0.0
303.0,36.0,1970,C4-5D,10.0,100.0,0.0
303.0,36.0,1970,M1-1,2.0,1.0,0.0
303.0,36.0,1970,M1-1,4.0,0.0,0.0
303.0,36.0,1970,M1-1,5.0,0.0,0.0
303.0,36.0,1970,R5,2.0,1.0,0.0
303.0,36.0,1970,R5,3.0,53.0,0.0
303.0,36.0,1970,R5,4.0,20.0,0.0
303.0,36.0,1970,R6,2.0,23.0,0.0
303.0,36.0,1970,R6,3.0,171.0,0.0
303.0,36.0,1970,R6,4.0,462.0,0.0
303.0,36.0,1970,R6,5.0,138.0,0.0
303.0,36.0,1970,R6,6.0,230.0,0.0
303.0,36.0,1970,R6,7.0,69.0,0.0
303.0,36.0,1970,R6,8.0,30.0,0.0
303.0,36.0,1970,R6,12.0,79.0,0.0
303.0,36.0,1970,R6,14.0,83.0,0.0
303.0,36.0,1970,R6A,1.0,0.0,0.0
303.0,36.0,1970,R6A,2.0,6.0,0.0
303.0,36.0,1970,R6A,3.0,58.0,0.0
303.0,36.0,1970,R6A,4.0,653.0,0.0
303.0,36.0,1970,R6A,5.0,368.0,0.0
303.0,36.0,1970,R6A,6.0,860.0,0.0
303.0,36.0,1970,R6A,7.0,388.0,0.0
303.0,36.0,1970,R6A,8.0,294.0,0.0
303.0,36.0,1970,R6A,9.0,79.0,0.0
303.0,36.0,1970,R6A,10.0,62.0,0.0
303.0,36.0,1970,R6B,2.0,28.0,0.0
303.0,36.0,1970,R6B,3.0,94.0,0.0
303.0,36.0,1970,R6B,4.0,1476.0,0.0
303.0,36.0,1970,R6B,5.0,173.0,0.0
303.0,36.0,1970,R6B,6.0,2.0,0.0
303.0,36.0,1970,R6B,7.0,52.0,0.0
303.0,36.0,1970,R6B,9.0,101.0,0.0
303.0,36.0,1970,R6B,28.0,0.0,0.0
303.0,36.0,1970,R7A,3.0,0.0,0.0
303.0,36.0,1970,R7A,4.0,43.0,0.0
303.0,36.0,1970,R7A,5.0,53.0,0.0
303.0,36.0,1970,R7A,6.0,81.0,0.0
303.0,36.0,1970,R7A,7.0,56.0,0.0
303.0,36.0,1970,R7A,8.0,105.0,0.0
303.0,36.0,1970,R7D,3.0,1.0,0.0
303.0,36.0,1970,R7D,4.0,16.0,0.0
303.0,36.0,1970,R7D,5.0,8.0,0.0
303.0,36.0,1970,R7D,6.0,93.0,0.0
303.0,36.0,1970,R7D,7.0,227.0,0.0
303.0,36.0,1970,R7D,8.0,41.0,0.0
303.0,36.0,1970,R7D,9.0,235.0,0.0
303.0,36.0,1970,R7D,10.0,359.0,0.0
303.0,36.0,1970,R7D,11.0,235.0,0.0
303.0,36.0,1970,R8B,4.0,7.0,0.0
303.0,41.0,1970,C1-1,3.0,4.0,0.0
303.0,41.0,1970,C2-3,3.0,0.0,0.0
303.0,41.0,1970,C4-3,4.0,4.0,0.0
303.0,41.0,1970,C4-3,7.0,86.0,0.0
303.0,41.0,1970,C4-4L,4.0,9.0,0.0
303.0,41.0,1970,C4-4L,5.0,10.0,0.0
303.0,41.0,1970,C4-4L,6.0,108.0,0.0
303.0,41.0,1970,C4-4L,7.0,126.0,0.0
303.0,41.0,1970,C8-2,2.0,0.0,0.0
303.0,41.0,1970,M1-1/R7D,7.0,13.0,0.0
303.0,41.0,1970,M1-1/R7D,8.0,20.0,0.0
303.0,41.0,1970,M1-1/R7D,9.0,167.0,0.0
303.0,41.0,1970,R5,3.0,1.0,0.0
303.0,41.0,1970,R5B,2.0,1.0,0.0
303.0,41.0,1970,R5B,3.0,16.0,0.0
303.0,41.0,1970,R5B,4.0,-5.0,0.0
303.0,41.0,1970,R6,2.0,1.0,0.0
303.0,41.0,1970,R6,3.0,7.0,0.0
303.0,41.0,1970,R6,4.0,58.0,0.0
303.0,41.0,1970,R6,6.0,30.0,0.0
303.0,41.0,1970,R6A,1.0,0.0,0.0
303.0,41.0,1970,R6A,3.0,0.0,0.0
303.0,41.0,1970,R6A,4.0,23.0,0.0
303.0,41.0,1970,R6A,5.0,23.0,0.0
303.0,41.0,1970,R6A,6.0,115.0,0.0
303.0,41.0,1970,R6A,7.0,133.0,0.0
303.0,41.0,1970,R6B,2.0,2.0,0.0
303.0,41.0,1970,R6B,3.0,41.0,0.0
303.0,41.0,1970,R6B,4.0,409.0,0.0
303.0,41.0,1970,R6B,5.0,76.0,0.0
303.0,41.0,1970,R7A,6.0,-3.0,0.0
303.0,41.0,1970,R7D,4.0,2.0,0.0
303.0,41.0,1970,R8A,14.0,236.0,0.0
304.0,34.0,1970,C-O,6.0,0.0,0.0
304.0,34.0,1970,C1-3,2.0,3.0,0.0
304.0,34.0,1970,C1-3,3.0,4.0,0.0
304.0,34.0,1970,C1-3,4.0,-3.0,0.0
304.0,34.0,1970,C2-3,2.0,0.0,0.0
304.0,34.0,1970,C2-3,3.0,3.0,0.0
304.0,34.0,1970,C4-3,2.0,2.0,0.0
304.0,34.0,1970,C4-3,4.0,8.0,0.0
304.0,34.0,1970,C4-3,5.0,25.0,0.0
304.0,34.0,1970,C4-3,6.0,-3.0,0.0
304.0,34.0,1970,C4-3,7.0,42.0,0.0
304.0,34.0,1970,C4-3,8.0,0.0,0.0
304.0,34.0,1970,C4-3,10.0,0.0,0.0
304.0,34.0,1970,M1-1,1.0,1.0,0.0
304.0,34.0,1970,M1-1,2.0,5.0,0.0
304.0,34.0,1970,M1-1,3.0,9.0,0.0
304.0,34.0,1970,M1-1,4.0,103.0,0.0
304.0,34.0,1970,M3-1,4.0,0.0,0.0
304.0,34.0,1970,R4,3.0,0.0,0.0
304.0,34.0,1970,R6,1.0,3.0,0.0
304.0,34.0,1970,R6,2.0,11.0,0.0
304.0,34.0,1970,R6,3.0,196.0,0.0
304.0,34.0,1970,R6,4.0,1261.0,0.0
304.0,34.0,1970,R6,5.0,516.0,0.0
304.0,34.0,1970,R6,6.0,736.0,0.0
304.0,34.0,1970,R6,7.0,169.0,0.0
304.0,34.0,1970,R6,8.0,56.0,0.0
304.0,34.0,1970,R6,9.0,32.0,0.0
304.0,34.0,1970,R6,10.0,36.0,0.0
304.0,34.0,1970,R6,11.0,53.0,0.0
304.0,34.0,1970,R6A,4.0,19.0,0.0
304.0,34.0,1970,R6A,8.0,594.0,0.0
304.0,34.0,1970,R6A,9.0,468.0,0.0
304.0,34.0,1970,R7-2,7.0,117.0,0.0
304.0,34.0,1970,R7A,4.0,2.0,0.0
304.0,34.0,1970,R7A,8.0,579.0,0.0
304.0,37.0,1970,C1-3,2.0,0.0,0.0
304.0,37.0,1970,C1-3,4.0,12.0,0.0
304.0,37.0,1970,C2-3,3.0,12.0,0.0
304.0,37.0,1970,C4-3,3.0,0.0,0.0
304.0,37.0,1970,C4-3,4.0,35.0,0.0
304.0,37.0,1970,C4-3,5.0,14.0,0.0
304.0,37.0,1970,R2,4.0,28.0,0.0
304.0,37.0,1970,R6,2.0,27.0,0.0
304.0,37.0,1970,R6,3.0,401.0,0.0
304.0,37.0,1970,R6,4.0,1750.0,0.0
304.0,37.0,1970,R6,5.0,735.0,0.0
304.0,37.0,1970,R6,6.0,185.0,0.0
304.0,37.0,1970,R6,7.0,358.0,0.0
304.0,37.0,1970,R6,8.0,18.0,0.0
304.0,37.0,1970,R6,9.0,104.0,0.0
304.0,37.0,1970,R6,11.0,70.0,0.0
304.0,37.0,1970,R6,12.0,66.0,0.0
304.0,37.0,1970,R6,14.0,0.0,0.0
304.0,37.0,1970,R6A,4.0,27.0,0.0
304.0,37.0,1970,R7-2,7.0,0.0,0.0
305.0,37.0,1970,C1-2,3.0,0.0,0.0
305.0,37.0,1970,C1-3,2.0,0.0,0.0
305.0,37.0,1970,C2-2,3.0,3.0,0.0
305.0,37.0,1970,C2-3,2.0,1.0,0.0
305.0,37.0,1970,C2-3,3.0,2.0,0.0
305.0,37.0,1970,C3A,3.0,3.0,0.0
305.0,37.0,1970,C4-4D,6.0,0.0,0.0
305.0,37.0,1970,C4-4L,7.0,0.0,0.0
305.0,37.0,1970,C4-4L,9.0,218.0,0.0
305.0,37.0,1970,C8-2,1.0,0.0,0.0
305.0,37.0,1970,C8-2,2.0,2.0,0.0
305.0,37.0,1970,C8-2,3.0,0.0,0.0
305.0,37.0,1970,C8-2,4.0,-1.0,0.0
305.0,37.0,1970,C8-2,5.0,0.0,0.0
305.0,37.0,1970,C8-2,7.0,0.0,0.0
305.0,37.0,1970,M1-1,2.0,0.0,0.0
305.0,37.0,1970,M1-1,3.0,0.0,0.0
305.0,37.0,1970,M1-4,14.0,275.0,0.0
305.0,37.0,1970,M1-4/R6A,4.0,10.0,0.0
305.0,37.0,1970,M1-4/R6A,14.0,320.0,0.0
305.0,37.0,1970,R3-1,2.0,11.0,0.0
305.0,37.0,1970,R4,2.0,19.0,0.0
305.0,37.0,1970,R4,3.0,31.0,0.0
305.0,37.0,1970,R4,4.0,1.0,0.0
305.0,37.0,1970,R4,5.0,54.0,0.0
305.0,37.0,1970,R5,2.0,35.0,0.0
305.0,37.0,1970,R5,3.0,156.0,0.0
305.0,37.0,1970,R5,4.0,42.0,0.0
305.0,37.0,1970,R5B,2.0,3.0,0.0
305.0,37.0,1970,R5B,3.0,64.0,0.0
305.0,37.0,1970,R6A,3.0,13.0,0.0
305.0,37.0,1970,R6A,4.0,66.0,0.0
305.0,37.0,1970,R6A,7.0,73.0,0.0
305.0,37.0,1970,R6B,3.0,3.0,0.0
305.0,37.0,1970,R8A,3.0,0.0,0.0
305.0,37.0,1970,R8A,10.0,100.0,0.0
305.0,37.0,1970,R8A,14.0,704.0,0.0
305.0,42.0,1970,C1-2,2.0,2.0,0.0
305.0,42.0,1970,C1-2,3.0,3.0,0.0
305.0,42.0,1970,C1-3,2.0,2.0,0.0
305.0,42.0,1970,C1-3,3.0,2.0,0.0
305.0,42.0,1970,C1-3,4.0,9.0,0.0
305.0,42.0,1970,C2-1,2.0,2.0,0.0
305.0,42.0,1970,C2-3,2.0,0.0,0.0
305.0,42.0,1970,C2-3,3.0,13.0,0.0
305.0,42.0,1970,C4-1,2.0,1.0,0.0
305.0,42.0,1970,C4-3,2.0,0.0,0.0
305.0,42.0,1970,C4-3,3.0,0.0,0.0
305.0,42.0,1970,C4-3,7.0,0.0,0.0
305.0,42.0,1970,C4-4L,7.0,57.0,0.0
305.0,42.0,1970,M1-1,1.0,1.0,0.0
305.0,42.0,1970,M1-1,2.0,1.0,0.0
305.0,42.0,1970,M1-1,3.0,0.0,0.0
305.0,42.0,1970,M1-4,4.0,0.0,0.0
305.0,42.0,1970,R3-2,6.0,65.0,0.0
305.0,42.0,1970,R3-2,7.0,200.0,0.0
305.0,42.0,1970,R3-2,9.0,476.0,0.0
305.0,42.0,1970,R3-2,10.0,422.0,0.0
305.0,42.0,1970,R4,2.0,99.0,0.0
305.0,42.0,1970,R4,3.0,30.0,0.0
305.0,42.0,1970,R4,4.0,0.0,0.0
305.0,42.0,1970,R5,2.0,67.0,0.0
305.0,42.0,1970,R5,3.0,197.0,0.0
305.0,42.0,1970,R5,4.0,213.0,0.0
305.0,42.0,1970,R5,7.0,230.0,0.0
305.0,42.0,1970,R5B,2.0,5.0,0.0
305.0,42.0,1970,R5B,3.0,8.0,0.0
305.0,42.0,1970,R5B,8.0,135.0,0.0
305.0,42.0,1970,R6,1.0,-1.0,0.0
305.0,42.0,1970,R6,2.0,241.0,0.0
305.0,42.0,1970,R6,3.0,305.0,0.0
305.0,42.0,1970,R6,4.0,724.0,0.0
305.0,42.0,1970,R6,5.0,189.0,0.0
305.0,42.0,1970,R6,6.0,15.0,0.0
305.0,42.0,1970,R6,7.0,71.0,0.0
305.0,42.0,1970,R6,8.0,176.0,0.0
305.0,42.0,1970,R6A,4.0,7.0,0.0
305.0,42.0,1970,R6A,6.0,128.0,0.0
305.0,42.0,1970,R6A,7.0,87.0,0.0
305.0,42.0,1970,R6A,8.0,304.0,0.0
305.0,42.0,1970,R6A,12.0,235.0,0.0
305.0,42.0,1970,R7-2,6.0,29.0,0.0
305.0,42.0,1970,R7A,2.0,2.0,0.0
305.0,42.0,1970,R7A,3.0,2.0,0.0
305.0,42.0,1970,R7A,5.0,97.0,0.0
305.0,42.0,1970,R7A,6.0,507.0,0.0
305.0,42.0,1970,R7A,7.0,594.0,0.0
305.0,42.0,1970,R7A,8.0,252.0,0.0
305.0,42.0,1970,R7D,9.0,184.0,0.0
305.0,42.0,1970,R8A,8.0,160.0,0.0
306.0,35.0,1970,C2-4,3.0,1.0,0.0
306.0,35.0,1970,R6B,23.0,303.0,0.0
306.0,35.0,1970,R6B,34.0,363.0,0.0
306.0,35.0,1970,R7A,8.0,64.0,0.0
306.0,38.0,1970,C1-3,3.0,-3.0,0.0
306.0,38.0,1970,C2-1,3.0,0.0,0.0
306.0,38.0,1970,C2-4,1.0,0.0,0.0
306.0,38.0,1970,C2-4,5.0,0.0,0.0
306.0,38.0,1970,C2-4,12.0,156.0,0.0
306.0,38.0,1970,C4-3A,4.0,10.0,0.0
306.0,38.0,1970,C4-3A,5.0,5.0,0.0
306.0,38.0,1970,M1-1,1.0,0.0,0.0
306.0,38.0,1970,M1-1,2.0,-1.0,0.0
306.0,38.0,1970,M1-1,3.0,-8.0,0.0
306.0,38.0,1970,M1-1,4.0,3.0,0.0
306.0,38.0,1970,M1-1/R5,3.0,1.0,0.0
306.0,38.0,1970,M1-1/R5,4.0,7.0,0.0
306.0,38.0,1970,M1-2,5.0,0.0,0.0
306.0,38.0,1970,M2-1,2.0,1.0,0.0
306.0,38.0,1970,M2-1,3.0,1.0,0.0
306.0,38.0,1970,M2-1,6.0,71.0,0.0
306.0,38.0,1970,R5,2.0,5.0,0.0
306.0,38.0,1970,R5,3.0,139.0,0.0
306.0,38.0,1970,R5,4.0,50.0,0.0
306.0,38.0,1970,R6A,3.0,-1.0,0.0
306.0,38.0,1970,R6A,4.0,0.0,0.0
306.0,38.0,1970,R6A,5.0,14.0,0.0
306.0,38.0,1970,R6A,6.0,8.0,0.0
306.0,38.0,1970,R6B,2.0,0.0,0.0
306.0,38.0,1970,R6B,3.0,1.0,0.0
306.0,38.0,1970,R6B,4.0,27.0,0.0
306.0,38.0,1970,R6B,5.0,37.0,0.0
306.0,38.0,1970,R8A,4.0,8.0,0.0
306.0,38.0,1970,R8A,5.0,0.0,0.0
306.0,38.0,1970,R8A,9.0,15.0,0.0
306.0,38.0,1970,R8A,10.0,10.0,0.0
306.0,38.0,1970,R8A,11.0,72.0,0.0
306.0,38.0,1970,R8A,12.0,251.0,0.0
306.0,39.0,1970,C1-2,3.0,0.0,0.0
306.0,39.0,1970,C1-3,3.0,-1.0,0.0
306.0,39.0,1970,C1-3,4.0,3.0,0.0
306.0,39.0,1970,C1-3,5.0,0.0,0.0
306.0,39.0,1970,C1-4,3.0,0.0,0.0
306.0,39.0,1970,C1-4,4.0,-1.0,0.0
306.0,39.0,1970,C2-3,4.0,-1.0,0.0
306.0,39.0,1970,C2-3,5.0,9.0,0.0
306.0,39.0,1970,C2-3,6.0,5.0,0.0
306.0,39.0,1970,C2-3,7.0,10.0,0.0
306.0,39.0,1970,C2-4,11.0,19.0,0.0
306.0,39.0,1970,C2-4,12.0,44.0,0.0
306.0,39.0,1970,C4-3A,3.0,0.0,0.0
306.0,39.0,1970,C4-3A,4.0,3.0,0.0
306.0,39.0,1970,C4-3A,5.0,-1.0,0.0
306.0,39.0,1970,C4-3A,6.0,0.0,0.0
306.0,39.0,1970,C8-2,6.0,0.0,0.0
306.0,39.0,1970,M1-1,2.0,0.0,0.0
306.0,39.0,1970,M1-1,3.0,8.0,0.0
306.0,39.0,1970,M1-1,4.0,2.0,0.0
306.0,39.0,1970,M1-2,2.0,1.0,0.0
306.0,39.0,1970,M1-2,3.0,0.0,0.0
306.0,39.0,1970,M1-2,4.0,4.0,0.0
306.0,39.0,1970,M1-2,5.0,0.0,0.0
306.0,39.0,1970,M1-2,9.0,0.0,0.0
306.0,39.0,1970,M1-4/R7-2,12.0,700.0,0.0
306.0,39.0,1970,M2-1,3.0,-3.0,0.0
306.0,39.0,1970,M2-1,4.0,0.0,0.0
306.0,39.0,1970,M2-1,7.0,1.0,0.0
306.0,39.0,1970,R2,4.0,6.0,0.0
306.0,39.0,1970,R5,4.0,2.0,0.0
306.0,39.0,1970,R6,2.0,2.0,0.0
306.0,39.0,1970,R6,3.0,-30.0,0.0
306.0,39.0,1970,R6,4.0,23.0,0.0
306.0,39.0,1970,R6,5.0,90.0,0.0
306.0,39.0,1970,R6,7.0,96.0,0.0
306.0,39.0,1970,R6,8.0,17.0,0.0
306.0,39.0,1970,R6,11.0,20.0,0.0
306.0,39.0,1970,R6,15.0,25.0,0.0
306.0,39.0,1970,R6A,2.0,-1.0,0.0
306.0,39.0,1970,R6A,3.0,-2.0,0.0
306.0,39.0,1970,R6A,4.0,25.0,0.0
306.0,39.0,1970,R6A,5.0,35.0,0.0
306.0,39.0,1970,R6A,6.0,111.0,0.0
306.0,39.0,1970,R6A,7.0,34.0,0.0
306.0,39.0,1970,R6A,9.0,39.0,0.0
306.0,39.0,1970,R6B,1.0,1.0,0.0
306.0,39.0,1970,R6B,2.0,-2.0,0.0
306.0,39.0,1970,R6B,3.0,-67.0,0.0
306.0,39.0,1970,R6B,4.0,96.0,0.0
306.0,39.0,1970,R6B,5.0,141.0,0.0
306.0,39.0,1970,R6B,6.0,0.0,0.0
306.0,39.0,1970,R6B,11.0,0.0,0.0
306.0,39.0,1970,R7A,3.0,0.0,0.0
306.0,39.0,1970,R7A,4.0,1.0,0.0
306.0,39.0,1970,R7A,5.0,-4.0,0.0
306.0,39.0,1970,R7A,6.0,136.0,0.0
306.0,39.0,1970,R7A,8.0,22.0,0.0
306.0,39.0,1970,R7B,2.0,0.0,0.0
306.0,39.0,1970,R7B,3.0,-8.0,0.0
306.0,39.0,1970,R7B,4.0,-24.0,0.0
306.0,39.0,1970,R7B,5.0,-6.0,0.0
306.0,39.0,1970,R7B,7.0,73.0,0.0
306.0,39.0,1970,R8,3.0,0.0,0.0
306.0,39.0,1970,R8,12.0,95.0,0.0
306.0,39.0,1970,R8A,1.0,1.0,0.0
306.0,39.0,1970,R8A,2.0,0.0,0.0
306.0,39.0,1970,R8A,3.0,0.0,0.0
306.0,39.0,1970,R8A,4.0,0.0,0.0
306.0,39.0,1970,R8A,5.0,2.0,0.0
306.0,39.0,1970,R8A,8.0,7.0,0.0
306.0,39.0,1970,R8A,9.0,107.0,0.0
306.0,39.0,1970,R8A,10.0,39.0,0.0
306.0,39.0,1970,R8A,11.0,87.0,0.0
306.0,39.0,1970,R8A,12.0,303.0,0.0
306.0,39.0,1970,R8A,13.0,63.0,0.0
306.0,39.0,1970,R8A,17.0,143.0,0.0
306.0,39.0,1970,R8X,9.0,-62.0,0.0
306.0,39.0,1970,R8X,15.0,1.0,0.0
307.0,38.0,1970,C1-3,2.0,0.0,0.0
307.0,38.0,1970,C1-3,3.0,0.0,0.0
307.0,38.0,1970,C1-3,4.0,6.0,0.0
